Forecast/Hour,TT,sub_station,Region
2023-05-28_17,28.5,ABP,East North East
2023-05-28_18,28.4,ABP,East North East
2023-05-28_19,26.7,ABP,East North East
2023-05-28_20,25.3,ABP,East North East
2023-05-28_21,27.5,ABP,East North East
2023-05-28_22,27.4,ABP,East North East
2023-05-28_23,26.8,ABP,East North East
2023-05-29_00,26.5,ABP,East North East
2023-05-29_01,28.8,ABP,East North East
2023-05-29_02,31.7,ABP,East North East
2023-05-29_03,33.4,ABP,East North East
2023-05-29_04,35.1,ABP,East North East
2023-05-29_05,36.6,ABP,East North East
2023-05-29_06,37.2,ABP,East North East
2023-05-29_07,38.6,ABP,East North East
2023-05-29_08,38.9,ABP,East North East
2023-05-29_09,38.8,ABP,East North East
2023-05-29_10,38.8,ABP,East North East
2023-05-29_11,38.2,ABP,East North East
2023-05-29_12,35.1,ABP,East North East
2023-05-29_13,33.3,ABP,East North East
2023-05-29_14,31.9,ABP,East North East
2023-05-29_15,28.8,ABP,East North East
2023-05-29_16,28.1,ABP,East North East
2023-05-29_17,27.8,ABP,East North East
2023-05-29_18,28.9,ABP,East North East
2023-05-29_19,27.3,ABP,East North East
2023-05-29_20,26.1,ABP,East North East
2023-05-29_21,26.9,ABP,East North East
2023-05-29_22,27.0,ABP,East North East
2023-05-29_23,26.2,ABP,East North East
2023-05-30_00,26.9,ABP,East North East
2023-05-30_01,29.9,ABP,East North East
2023-05-30_02,32.3,ABP,East North East
2023-05-30_03,34.8,ABP,East North East
2023-05-30_04,36.8,ABP,East North East
2023-05-30_05,38.1,ABP,East North East
2023-05-30_06,37.6,ABP,East North East
2023-05-30_07,38.8,ABP,East North East
2023-05-30_08,39.4,ABP,East North East
2023-05-30_09,39.3,ABP,East North East
2023-05-30_10,39.6,ABP,East North East
2023-05-30_11,38.6,ABP,East North East
2023-05-30_12,36.8,ABP,East North East
2023-05-30_13,33.8,ABP,East North East
2023-05-30_14,31.4,ABP,East North East
2023-05-30_15,30.9,ABP,East North East
2023-05-30_16,30.0,ABP,East North East
2023-05-30_17,29.3,ABP,East North East
2023-05-30_18,29.2,ABP,East North East
2023-05-30_19,27.3,ABP,East North East
2023-05-30_20,27.0,ABP,East North East
2023-05-30_21,26.4,ABP,East North East
2023-05-30_22,25.1,ABP,East North East
2023-05-30_23,25.0,ABP,East North East
2023-05-31_00,26.3,ABP,East North East
2023-05-31_01,28.2,ABP,East North East
2023-05-31_02,31.4,ABP,East North East
2023-05-31_03,34.5,ABP,East North East
2023-05-31_04,36.7,ABP,East North East
2023-05-31_05,37.9,ABP,East North East
2023-05-31_06,37.4,ABP,East North East
2023-05-31_07,38.8,ABP,East North East
2023-05-31_08,39.2,ABP,East North East
2023-05-31_09,38.2,ABP,East North East
2023-05-31_10,38.5,ABP,East North East
2023-05-31_11,37.8,ABP,East North East
2023-05-31_12,36.4,ABP,East North East
2023-05-31_13,33.8,ABP,East North East
2023-05-31_14,32.3,ABP,East North East
2023-05-31_15,31.6,ABP,East North East
2023-05-31_16,31.3,ABP,East North East
2023-05-31_17,30.3,ABP,East North East
2023-05-31_18,28.6,ABP,East North East
2023-05-31_19,27.8,ABP,East North East
2023-05-31_20,27.0,ABP,East North East
2023-05-31_21,25.7,ABP,East North East
2023-05-31_22,25.9,ABP,East North East
2023-05-31_23,24.9,ABP,East North East
2023-06-01_00,25.6,ABP,East North East
2023-06-01_01,28.6,ABP,East North East
2023-06-01_02,32.0,ABP,East North East
2023-06-01_03,34.3,ABP,East North East
2023-06-01_04,36.2,ABP,East North East
2023-06-01_05,37.4,ABP,East North East
2023-06-01_06,36.4,ABP,East North East
2023-06-01_07,37.5,ABP,East North East
2023-06-01_08,38.3,ABP,East North East
2023-06-01_09,38.3,ABP,East North East
2023-06-01_10,37.7,ABP,East North East
2023-06-01_11,37.4,ABP,East North East
2023-06-01_12,36.3,ABP,East North East
2023-06-01_13,34.6,ABP,East North East
2023-06-01_14,31.0,ABP,East North East
2023-06-01_15,30.9,ABP,East North East
2023-06-01_16,29.2,ABP,East North East
2023-06-01_17,28.0,ABP,East North East
2023-06-01_18,27.5,ABP,East North East
2023-06-01_19,26.2,ABP,East North East
2023-06-01_20,24.9,ABP,East North East
2023-06-01_21,24.2,ABP,East North East
2023-06-01_22,25.1,ABP,East North East
2023-06-01_23,25.7,ABP,East North East
2023-06-02_00,26.5,ABP,East North East
2023-06-02_01,29.3,ABP,East North East
2023-06-02_02,35.1,ABP,East North East
2023-06-02_03,36.8,ABP,East North East
2023-06-02_04,38.2,ABP,East North East
2023-06-02_05,39.1,ABP,East North East
2023-06-02_06,38.2,ABP,East North East
2023-06-02_07,39.5,ABP,East North East
2023-06-02_08,40.0,ABP,East North East
2023-06-02_09,38.5,ABP,East North East
2023-06-02_10,38.8,ABP,East North East
2023-06-02_11,38.8,ABP,East North East
2023-06-02_12,37.0,ABP,East North East
2023-06-02_13,34.9,ABP,East North East
2023-06-02_14,33.0,ABP,East North East
2023-06-02_15,30.9,ABP,East North East
2023-06-02_16,29.6,ABP,East North East
2023-06-02_17,31.6,ABP,East North East
2023-06-02_18,28.8,ABP,East North East
2023-06-02_19,26.8,ABP,East North East
2023-06-02_20,25.9,ABP,East North East
2023-06-02_21,25.9,ABP,East North East
2023-06-02_22,26.1,ABP,East North East
2023-06-02_23,25.3,ABP,East North East
2023-06-03_00,26.8,ABP,East North East
2023-06-03_01,29.4,ABP,East North East
2023-06-03_02,33.2,ABP,East North East
2023-06-03_03,35.7,ABP,East North East
2023-06-03_04,37.5,ABP,East North East
2023-06-03_05,38.3,ABP,East North East
2023-06-03_06,38.1,ABP,East North East
2023-06-03_07,38.7,ABP,East North East
2023-06-03_08,38.8,ABP,East North East
2023-06-03_09,38.8,ABP,East North East
2023-06-03_10,38.8,ABP,East North East
2023-06-03_11,38.2,ABP,East North East
2023-06-03_12,36.3,ABP,East North East
2023-06-03_13,32.6,ABP,East North East
2023-06-03_14,31.1,ABP,East North East
2023-06-03_15,29.9,ABP,East North East
2023-06-03_16,29.7,ABP,East North East
2023-06-03_17,29.5,ABP,East North East
2023-06-03_18,28.3,ABP,East North East
2023-06-03_19,26.5,ABP,East North East
2023-06-03_20,25.3,ABP,East North East
2023-06-03_21,26.3,ABP,East North East
2023-06-03_22,25.0,ABP,East North East
2023-06-03_23,24.2,ABP,East North East
2023-06-04_00,26.7,ABP,East North East
2023-06-04_01,29.9,ABP,East North East
2023-06-04_02,33.4,ABP,East North East
2023-06-04_03,36.4,ABP,East North East
2023-06-04_04,37.9,ABP,East North East
2023-06-04_05,36.2,ABP,East North East
2023-06-04_06,35.2,ABP,East North East
2023-06-04_07,38.1,ABP,East North East
2023-06-04_08,38.7,ABP,East North East
2023-06-04_09,32.6,ABP,East North East
2023-06-04_10,32.4,ABP,East North East
2023-06-04_11,33.3,ABP,East North East
2023-06-04_12,34.3,ABP,East North East
2023-06-04_13,32.2,ABP,East North East
2023-06-04_14,30.9,ABP,East North East
2023-06-04_15,28.5,ABP,East North East
2023-06-04_16,27.7,ABP,East North East
2023-06-04_17,28.0,ABP,East North East
2023-06-04_18,27.1,ABP,East North East
2023-06-04_19,26.6,ABP,East North East
2023-06-04_20,25.0,ABP,East North East
2023-06-04_21,24.1,ABP,East North East
2023-06-04_22,25.3,ABP,East North East
2023-06-04_23,25.5,ABP,East North East
2023-06-05_00,25.7,ABP,East North East
2023-06-05_01,27.8,ABP,East North East
2023-06-05_02,30.4,ABP,East North East
2023-06-05_03,32.9,ABP,East North East
2023-06-05_04,35.0,ABP,East North East
2023-06-05_05,36.4,ABP,East North East
2023-06-05_06,36.0,ABP,East North East
2023-06-05_07,37.3,ABP,East North East
2023-06-05_08,37.9,ABP,East North East
2023-06-05_09,38.4,ABP,East North East
2023-06-05_10,38.2,ABP,East North East
2023-06-05_11,35.7,ABP,East North East
2023-06-05_12,35.7,ABP,East North East
2023-06-05_13,33.3,ABP,East North East
2023-06-05_14,31.4,ABP,East North East
2023-06-05_15,28.5,ABP,East North East
2023-06-05_16,27.7,ABP,East North East
2023-06-05_17,27.8,ABP,East North East
2023-06-05_18,28.9,ABP,East North East
2023-06-05_19,28.4,ABP,East North East
2023-06-05_20,26.6,ABP,East North East
2023-06-05_21,26.8,ABP,East North East
2023-06-05_22,26.6,ABP,East North East
2023-06-05_23,26.9,ABP,East North East
2023-06-06_00,26.2,ABP,East North East
2023-06-06_01,29.0,ABP,East North East
2023-06-06_02,32.1,ABP,East North East
2023-06-06_03,34.7,ABP,East North East
2023-06-06_04,36.7,ABP,East North East
2023-06-06_05,37.8,ABP,East North East
2023-06-06_06,37.2,ABP,East North East
2023-06-06_07,38.7,ABP,East North East
2023-06-06_08,38.9,ABP,East North East
2023-06-06_09,39.1,ABP,East North East
2023-06-06_10,38.7,ABP,East North East
2023-06-06_11,38.0,ABP,East North East
2023-06-06_12,35.9,ABP,East North East
2023-06-06_13,32.6,ABP,East North East
2023-06-06_14,30.3,ABP,East North East
2023-06-06_15,30.0,ABP,East North East
2023-06-06_16,30.0,ABP,East North East
2023-06-06_17,29.7,ABP,East North East
2023-06-06_18,28.6,ABP,East North East
2023-06-06_19,27.1,ABP,East North East
2023-06-06_20,27.6,ABP,East North East
2023-06-06_21,26.1,ABP,East North East
2023-06-06_22,26.5,ABP,East North East
2023-06-06_23,26.3,ABP,East North East
2023-06-07_00,26.6,ABP,East North East
2023-06-07_01,30.0,ABP,East North East
2023-06-07_02,33.7,ABP,East North East
2023-06-07_03,35.8,ABP,East North East
2023-06-07_04,37.2,ABP,East North East
2023-06-07_05,38.5,ABP,East North East
2023-06-07_06,38.9,ABP,East North East
2023-06-07_07,39.6,ABP,East North East
2023-06-07_08,39.8,ABP,East North East
2023-06-07_09,38.3,ABP,East North East
2023-06-07_10,39.3,ABP,East North East
2023-06-07_11,38.9,ABP,East North East
2023-06-07_12,36.7,ABP,East North East
2023-06-07_13,34.0,ABP,East North East
2023-06-07_14,32.3,ABP,East North East
2023-06-07_15,31.7,ABP,East North East
2023-06-07_16,30.5,ABP,East North East
2023-06-07_17,29.8,ABP,East North East
2023-06-07_18,28.3,ABP,East North East
2023-06-07_19,27.5,ABP,East North East
2023-06-07_20,27.5,ABP,East North East
2023-06-07_21,26.1,ABP,East North East
2023-06-07_22,25.4,ABP,East North East
2023-06-07_23,25.5,ABP,East North East
2023-06-08_00,26.3,ABP,East North East
2023-06-08_01,28.8,ABP,East North East
2023-06-08_02,32.3,ABP,East North East
2023-06-08_03,35.6,ABP,East North East
2023-06-08_04,37.4,ABP,East North East
2023-06-08_05,38.5,ABP,East North East
2023-06-08_06,39.0,ABP,East North East
2023-06-08_07,39.5,ABP,East North East
2023-06-08_08,39.7,ABP,East North East
2023-06-08_09,39.6,ABP,East North East
2023-06-08_10,39.2,ABP,East North East
2023-06-08_11,38.9,ABP,East North East
2023-06-08_12,37.6,ABP,East North East
2023-06-08_13,34.0,ABP,East North East
2023-06-08_14,31.7,ABP,East North East
2023-06-08_15,31.1,ABP,East North East
2023-06-08_16,29.8,ABP,East North East
2023-06-08_17,29.2,ABP,East North East
2023-06-08_18,28.6,ABP,East North East
2023-06-08_19,26.9,ABP,East North East
2023-06-08_20,26.2,ABP,East North East
2023-06-08_21,26.0,ABP,East North East
2023-06-08_22,25.8,ABP,East North East
2023-06-08_23,26.2,ABP,East North East
2023-06-09_00,27.2,ABP,East North East
2023-06-09_01,30.0,ABP,East North East
2023-06-09_02,34.3,ABP,East North East
2023-06-09_03,35.7,ABP,East North East
2023-06-09_04,37.8,ABP,East North East
2023-06-09_05,38.7,ABP,East North East
2023-06-09_06,39.0,ABP,East North East
2023-06-09_07,39.6,ABP,East North East
2023-06-09_08,40.1,ABP,East North East
2023-06-09_09,39.5,ABP,East North East
2023-06-09_10,39.5,ABP,East North East
2023-06-09_11,39.2,ABP,East North East
2023-06-09_12,38.0,ABP,East North East
2023-06-09_13,34.6,ABP,East North East
2023-06-09_14,33.0,ABP,East North East
2023-06-09_15,31.6,ABP,East North East
2023-06-09_16,30.5,ABP,East North East
2023-06-09_17,29.1,ABP,East North East
2023-06-09_18,29.6,ABP,East North East
2023-06-09_19,28.6,ABP,East North East
2023-06-09_20,28.4,ABP,East North East
2023-06-09_21,28.4,ABP,East North East
2023-06-09_22,28.8,ABP,East North East
2023-06-09_23,28.1,ABP,East North East
2023-05-01_00,25.2,AGD,West
2023-05-01_01,24.8,AGD,West
2023-05-01_02,25.9,AGD,West
2023-05-01_03,27.0,AGD,West
2023-05-01_04,28.1,AGD,West
2023-05-01_05,29.3,AGD,West
2023-05-01_06,29.9,AGD,West
2023-05-01_07,31.7,AGD,West
2023-05-01_08,32.5,AGD,West
2023-05-01_09,33.1,AGD,West
2023-05-01_10,33.3,AGD,West
2023-05-01_11,33.1,AGD,West
2023-05-01_12,32.4,AGD,West
2023-05-01_13,31.9,AGD,West
2023-05-01_14,31.1,AGD,West
2023-05-01_15,29.8,AGD,West
2023-05-01_16,28.9,AGD,West
2023-05-01_17,27.9,AGD,West
2023-05-01_18,29.0,AGD,West
2023-05-01_19,27.9,AGD,West
2023-05-01_20,26.8,AGD,West
2023-05-01_21,26.2,AGD,West
2023-05-01_22,25.6,AGD,West
2023-05-01_23,24.9,AGD,West
2023-05-02_00,25.3,AGD,West
2023-05-02_01,25.3,AGD,West
2023-05-02_02,26.3,AGD,West
2023-05-02_03,27.7,AGD,West
2023-05-02_04,29.2,AGD,West
2023-05-02_05,30.6,AGD,West
2023-05-02_06,32.0,AGD,West
2023-05-02_07,32.9,AGD,West
2023-05-02_08,33.7,AGD,West
2023-05-02_09,34.2,AGD,West
2023-05-02_10,34.4,AGD,West
2023-05-02_11,34.1,AGD,West
2023-05-02_12,32.0,AGD,West
2023-05-02_13,32.2,AGD,West
2023-05-02_14,31.2,AGD,West
2023-05-02_15,30.3,AGD,West
2023-05-02_16,29.5,AGD,West
2023-05-02_17,28.6,AGD,West
2023-05-02_18,31.5,AGD,West
2023-05-02_19,29.1,AGD,West
2023-05-02_20,27.9,AGD,West
2023-05-02_21,27.3,AGD,West
2023-05-02_22,25.9,AGD,West
2023-05-02_23,24.8,AGD,West
2023-05-03_00,25.7,AGD,West
2023-05-03_01,25.5,AGD,West
2023-05-03_02,26.8,AGD,West
2023-05-03_03,28.3,AGD,West
2023-05-03_04,29.8,AGD,West
2023-05-03_05,31.1,AGD,West
2023-05-03_06,30.4,AGD,West
2023-05-03_07,31.0,AGD,West
2023-05-03_08,31.0,AGD,West
2023-05-03_09,31.1,AGD,West
2023-05-03_10,31.4,AGD,West
2023-05-03_11,31.9,AGD,West
2023-05-03_12,31.8,AGD,West
2023-05-03_13,31.7,AGD,West
2023-05-03_14,30.4,AGD,West
2023-05-03_15,29.9,AGD,West
2023-05-03_16,29.4,AGD,West
2023-05-03_17,28.2,AGD,West
2023-05-03_18,28.7,AGD,West
2023-05-03_19,28.4,AGD,West
2023-05-03_20,26.5,AGD,West
2023-05-03_21,26.0,AGD,West
2023-05-03_22,25.0,AGD,West
2023-05-03_23,24.8,AGD,West
2023-05-04_00,27.4,AGD,West
2023-05-04_01,26.7,AGD,West
2023-05-04_02,26.8,AGD,West
2023-05-04_03,27.9,AGD,West
2023-05-04_04,29.8,AGD,West
2023-05-04_05,31.2,AGD,West
2023-05-04_06,31.4,AGD,West
2023-05-04_07,31.7,AGD,West
2023-05-04_08,30.2,AGD,West
2023-05-04_09,32.0,AGD,West
2023-05-04_10,32.3,AGD,West
2023-05-04_11,32.2,AGD,West
2023-05-04_18,30.5,AGD,West
2023-05-04_19,28.8,AGD,West
2023-05-04_20,27.9,AGD,West
2023-05-04_21,27.5,AGD,West
2023-05-04_22,26.5,AGD,West
2023-05-04_23,25.6,AGD,West
2023-05-05_00,27.6,AGD,West
2023-05-05_01,27.4,AGD,West
2023-05-05_02,28.8,AGD,West
2023-05-05_03,30.2,AGD,West
2023-05-05_04,31.8,AGD,West
2023-05-05_05,32.9,AGD,West
2023-05-05_06,32.4,AGD,West
2023-05-05_07,33.5,AGD,West
2023-05-05_08,34.1,AGD,West
2023-05-05_09,34.3,AGD,West
2023-05-05_09,34.4,AGD,West
2023-05-05_10,34.2,AGD,West
2023-05-05_10,34.7,AGD,West
2023-05-05_11,34.3,AGD,West
2023-05-05_11,34.7,AGD,West
2023-05-05_12,33.8,AGD,West
2023-05-05_12,32.8,AGD,West
2023-05-05_13,32.8,AGD,West
2023-05-05_13,32.6,AGD,West
2023-05-05_14,31.6,AGD,West
2023-05-05_14,30.9,AGD,West
2023-05-05_15,30.0,AGD,West
2023-05-05_16,29.4,AGD,West
2023-05-05_17,29.0,AGD,West
2023-05-05_18,31.5,AGD,West
2023-05-05_19,28.6,AGD,West
2023-05-05_20,27.5,AGD,West
2023-05-05_21,26.8,AGD,West
2023-05-05_22,24.9,AGD,West
2023-05-05_23,24.6,AGD,West
2023-05-06_00,27.5,AGD,West
2023-05-06_01,27.4,AGD,West
2023-05-06_02,28.7,AGD,West
2023-05-06_03,30.3,AGD,West
2023-05-06_04,32.0,AGD,West
2023-05-06_05,33.5,AGD,West
2023-05-06_06,32.9,AGD,West
2023-05-06_07,32.9,AGD,West
2023-05-06_08,33.7,AGD,West
2023-05-06_09,34.3,AGD,West
2023-05-06_10,34.0,AGD,West
2023-05-06_11,34.0,AGD,West
2023-05-06_12,33.9,AGD,West
2023-05-06_13,33.3,AGD,West
2023-05-06_14,31.4,AGD,West
2023-05-06_15,29.8,AGD,West
2023-05-06_16,29.3,AGD,West
2023-05-06_17,29.3,AGD,West
2023-05-06_18,30.4,AGD,West
2023-05-06_19,28.3,AGD,West
2023-05-06_20,26.2,AGD,West
2023-05-06_21,26.7,AGD,West
2023-05-06_22,26.2,AGD,West
2023-05-06_23,25.9,AGD,West
2023-05-07_00,28.4,AGD,West
2023-05-07_01,28.4,AGD,West
2023-05-07_02,29.6,AGD,West
2023-05-07_03,29.8,AGD,West
2023-05-07_04,32.0,AGD,West
2023-05-07_05,33.4,AGD,West
2023-05-07_06,31.5,AGD,West
2023-05-07_07,33.1,AGD,West
2023-05-07_08,34.0,AGD,West
2023-05-07_09,34.9,AGD,West
2023-05-07_10,34.8,AGD,West
2023-05-07_11,35.9,AGD,West
2023-05-07_12,34.7,AGD,West
2023-05-07_13,34.2,AGD,West
2023-05-07_14,33.1,AGD,West
2023-05-07_15,32.2,AGD,West
2023-05-07_16,30.7,AGD,West
2023-05-07_17,29.8,AGD,West
2023-05-07_18,33.0,AGD,West
2023-05-07_19,31.0,AGD,West
2023-05-07_20,29.9,AGD,West
2023-05-07_21,28.8,AGD,West
2023-05-07_22,28.1,AGD,West
2023-05-07_23,27.4,AGD,West
2023-05-08_00,28.8,AGD,West
2023-05-08_01,28.6,AGD,West
2023-05-08_02,30.4,AGD,West
2023-05-08_03,32.0,AGD,West
2023-05-08_04,33.4,AGD,West
2023-05-08_05,34.7,AGD,West
2023-05-08_06,34.6,AGD,West
2023-05-08_07,34.3,AGD,West
2023-05-08_08,35.6,AGD,West
2023-05-08_09,35.9,AGD,West
2023-05-08_10,34.7,AGD,West
2023-05-08_11,35.5,AGD,West
2023-05-08_12,35.4,AGD,West
2023-05-08_13,33.8,AGD,West
2023-05-08_14,32.6,AGD,West
2023-05-08_15,31.8,AGD,West
2023-05-08_16,31.3,AGD,West
2023-05-08_17,29.9,AGD,West
2023-05-08_18,33.4,AGD,West
2023-05-08_19,31.4,AGD,West
2023-05-08_20,30.6,AGD,West
2023-05-08_21,29.5,AGD,West
2023-05-08_22,28.0,AGD,West
2023-05-08_23,26.9,AGD,West
2023-05-09_00,31.3,AGD,West
2023-05-09_01,30.1,AGD,West
2023-05-09_02,31.7,AGD,West
2023-05-09_03,33.0,AGD,West
2023-05-09_04,34.4,AGD,West
2023-05-09_05,36.0,AGD,West
2023-05-09_06,36.0,AGD,West
2023-05-09_07,37.4,AGD,West
2023-05-09_08,37.9,AGD,West
2023-05-09_09,38.1,AGD,West
2023-05-09_10,38.6,AGD,West
2023-05-09_11,38.4,AGD,West
2023-05-09_12,38.5,AGD,West
2023-05-09_13,37.8,AGD,West
2023-05-09_14,36.7,AGD,West
2023-05-09_15,34.6,AGD,West
2023-05-09_16,32.9,AGD,West
2023-05-09_17,32.3,AGD,West
2023-05-09_18,33.4,AGD,West
2023-05-09_19,32.1,AGD,West
2023-05-09_20,31.6,AGD,West
2023-05-09_21,31.1,AGD,West
2023-05-09_22,30.3,AGD,West
2023-05-09_23,29.4,AGD,West
2023-05-10_00,30.3,AGD,West
2023-05-10_01,29.6,AGD,West
2023-05-10_02,31.2,AGD,West
2023-05-10_03,33.0,AGD,West
2023-05-10_04,35.4,AGD,West
2023-05-10_05,37.7,AGD,West
2023-05-10_06,37.9,AGD,West
2023-05-10_07,39.0,AGD,West
2023-05-10_08,39.4,AGD,West
2023-05-10_09,39.8,AGD,West
2023-05-10_10,39.4,AGD,West
